Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Region,Carbon Performance Regional Alignment 2025,Carbon Performance Regional Alignment 2027,Carbon Performance Regional Alignment 2028,Carbon Performance Regional Alignment 2035,Carbon Performance Regional Alignment 2050,Regional Benchmark ID,Years with targets,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Fortis,Canada,CAN,Electricity Utilities,No,medium,CA3495531079,2347200,01/11/2021,05/08/2021,North-America,Not Aligned,,,National Pledges,Not Aligned,North-America_Electricity Utilities_01/04/2022,2035,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",,0.597729645,0.68846681,0.688519408,0.651311081,0.576161057,0.628425379,0.570419351,0.543044714,0.515670076,0.488295439,0.460920802,0.433546164,0.406171527,0.378796889,0.351422252,0.324047614,0.296672977,0.26929834,0.241923702,0.214549065,0.187174427,0.15979979,,,,,,,,,,,,,,,
Fortum,Finland,FIN,Electricity Utilities,Yes,large,FI0009007132,5579550,01/10/2024,09/06/2024,OECD,,1.5 Degrees,,1.5 Degrees,1.5 Degrees,OECD_Electricity Utilities_01/05/2024,2028;2030,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.2,0.177,0.166,0.173,0.174,0.186,0.183,0.287,0.312,0.184,0.016,0.0148,0.0136,0.0124,0.0112,0.01,0.005,0.0,,,,,,,,,,,,,,,,,,,,
Fortum,Finland,FIN,Electricity Utilities,Yes,large,FI0009007132,5579550,01/11/2023,04/07/2023,Europe,1.5 Degrees,,,1.5 Degrees,1.5 Degrees,Europe_Electricity Utilities_01/04/2022,2028;2030,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.2,0.177,0.166,0.173,0.174,0.186,0.183,0.295,0.306,0.184,0.155,0.126,0.097,0.068,0.039,0.01,0.005,0.0,,,,,,,,,,,,,,,,,,,,
Fortum,Finland,FIN,Electricity Utilities,Yes,large,FI0009007132,5579550,01/09/2022,22/07/2022,Europe,Not Aligned,,,Not Aligned,National Pledges,Europe_Electricity Utilities_01/04/2022,2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.18,0.17,0.17,0.17,0.19,0.18,0.3,0.29,0.28,0.27,0.26,0.25,0.24,0.23,0.22,0.21,0.2,0.19,0.18,0.17,0.16,0.15,0.14,0.13,0.12,0.11,0.1,0.09,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.01,0.0
Fortum,Finland,FIN,Electricity Utilities,Yes,large,FI0009007132,5579550,01/11/2021,05/08/2021,Europe,Below 2 Degrees,,,National Pledges,National Pledges,Europe_Electricity Utilities_01/04/2022,2050,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.2,0.177,0.166,0.173,0.174,0.186,0.183,0.177096774,0.171193548,0.165290323,0.159387097,0.153483871,0.147580645,0.141677419,0.135774194,0.129870968,0.123967742,0.118064516,0.11216129,0.106258065,0.100354839,0.094451613,0.088548387,0.082645161,0.076741935,0.07083871,0.064935484,0.059032258,0.053129032,0.047225806,0.041322581,0.035419355,0.029516129,0.023612903,0.017709677,0.011806452,0.005903226,0.0
Global Power Synergy,Thailand,THA,Electricity Utilities,No,large,TH6488010005,BWX43R0,01/09/2024,06/08/2024,non-OECD,,Not Aligned,,Not Aligned,Below 2 Degrees,non-OECD_Electricity Utilities_01/05/2024,2025;2030;2050,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,0.88,0.68,0.56,0.64,0.71,0.79,0.75,0.7,0.66,0.62,0.57,0.54,0.51,0.49,0.46,0.43,0.4,0.37,0.34,0.31,0.29,0.26,0.23,0.2,0.17,0.14,0.11,0.09,0.06,0.03,0.0
Gulf Energy Development,Thailand,THA,Electricity Utilities,No,large,TH8319010Z06,BLR5MP3,01/11/2023,04/07/2023,non-OECD,Below 2 Degrees,,,National Pledges,Not Aligned,non-OECD_Electricity Utilities_01/04/2022,2023;2030,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,0.378342764,0.391149945,0.382688755,0.376848019,0.379755186,0.379352956,0.37444,0.364555714,0.354671429,0.344787143,0.334902857,0.325018571,0.315134286,0.30525,,,,,,,,,,,,,,,,,,,,
Gulf Energy Development,Thailand,THA,Electricity Utilities,No,large,TH8319010Z06,BLR5MP3,01/09/2022,22/07/2022,non-OECD,Below 2 Degrees,,,National Pledges,Not Aligned,non-OECD_Electricity Utilities_01/04/2022,2023;2030,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,0.42,0.41,0.38,0.38,0.38,0.37,0.36,0.35,0.34,0.33,0.33,0.32,0.31,,,,,,,,,,,,,,,,,,,,
Gulf Energy Development,Thailand,THA,Electricity Utilities,No,large,TH8319010Z06,BLR5MP3,01/11/2021,05/08/2021,non-OECD,1.5 Degrees,,,National Pledges,Not Aligned,non-OECD_Electricity Utilities_01/04/2022,2023;2030,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,,,0.413,0.384,0.405,0.3942,0.3834,0.3726,0.362764286,0.352928571,0.343092857,0.333257143,0.323421429,0.313585714,0.30375,,,,,,,,,,,,,,,,,,,,
Hawaiian Electric,United States of America,USA,Electricity Utilities,No,small,US4198701009,2415204,01/09/2024,06/08/2024,North-America,,Not Aligned,,Not Aligned,Below 2 Degrees,North-America_Electricity Utilities_01/05/2024,2045,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set additional targets to reduce its emissions intensity, but they could not be included in this assessment because they were inconsistent with TPI’s methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.8,0.8,0.8,0.8,0.81,0.81,0.81,0.81,0.82,0.82,0.83,0.79,0.75,0.71,0.68,0.64,0.6,0.56,0.53,0.49,0.45,0.41,0.38,0.34,0.3,0.26,0.23,0.19,0.15,0.11,0.08,0.04,0.0,,,,,
Hawaiian Electric,United States of America,USA,Electricity Utilities,No,small,US4198701009,2415204,01/11/2023,04/07/2023,North-America,Not Aligned,,,Not Aligned,Below 2 Degrees,North-America_Electricity Utilities_01/04/2022,2045,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set additional targets to reduce its emissions intensity, but they could not be included in this assessment because they were inconsistent with TPI’s methodology.  When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.79816,0.80162,0.80059,0.801,0.806,0.805,0.813,0.806,0.818,0.817,0.781478261,0.745956522,0.710434783,0.674913043,0.639391304,0.603869565,0.568347826,0.532826087,0.497304348,0.461782609,0.42626087,0.39073913,0.355217391,0.319695652,0.284173913,0.248652174,0.213130435,0.177608696,0.142086957,0.106565217,0.071043478,0.035521739,0.0,,,,,
Hawaiian Electric,United States of America,USA,Electricity Utilities,No,small,US4198701009,2415204,01/09/2022,22/07/2022,North-America,Not Aligned,,,Not Aligned,Below 2 Degrees,North-America_Electricity Utilities_01/04/2022,2045,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.8,0.8,0.8,0.81,0.81,0.81,0.81,0.82,0.78,0.75,0.72,0.68,0.65,0.61,0.58,0.55,0.51,0.48,0.44,0.41,0.37,0.34,0.31,0.27,0.24,0.2,0.17,0.14,0.1,0.07,0.03,0.0,,,,,
Hawaiian Electric,United States of America,USA,Electricity Utilities,No,small,US4198701009,2415204,01/11/2021,05/08/2021,North-America,Not Aligned,,,Not Aligned,Not Aligned,North-America_Electricity Utilities_01/04/2022,,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.79816,0.80162,0.80059,0.798,0.804,0.802,0.811,0.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydro One,Canada,CAN,Electricity Utilities,No,medium,CA4488112083,BYYXJY9,01/09/2024,06/08/2024,North-America,,Not Assessed,,Not Assessed,Not Assessed,North-America_Electricity Utilities_01/05/2024,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydro One,Canada,CAN,Electricity Utilities,No,medium,CA4488112083,BYYXJY9,01/11/2023,04/07/2023,North-America,Not Assessed,,,Not Assessed,Not Assessed,North-America_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydro One,Canada,CAN,Electricity Utilities,No,medium,CA4488112083,BYYXJY9,01/09/2022,22/07/2022,North-America,Not Assessed,,,Not Assessed,Not Assessed,North-America_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company's activities lie outside the scope of TPI's Carbon Performance assessment of this sector, hence the company is not assessed. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydro One,Canada,CAN,Electricity Utilities,No,medium,CA4488112083,BYYXJY9,01/11/2021,05/08/2021,North-America,Not Assessed,,,Not Assessed,Not Assessed,North-America_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iberdrola,Spain,ESP,Electricity Utilities,Yes,large,ES0144580Y14,B288C92,01/10/2024,09/06/2024,OECD,,1.5 Degrees,,Below 2 Degrees,Below 2 Degrees,OECD_Electricity Utilities_01/05/2024,2025;2030;2039,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.226,0.212,0.185,0.131,0.136,0.112,0.11,0.098,0.096,0.083,0.077,0.0685,0.06,0.05,0.04,0.03,0.02,0.01,0.008888889,0.007777778,0.006666667,0.005555556,0.004444444,0.003333333,0.002222222,0.001111111,0.0,,,,,,,,,,,
Iberdrola,Spain,ESP,Electricity Utilities,Yes,large,ES0144580Y14,B288C92,01/11/2023,04/07/2023,OECD,1.5 Degrees,,,1.5 Degrees,1.5 Degrees,OECD_Electricity Utilities_01/04/2022,2025;2030,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.226,0.212,0.185,0.131,0.136,0.112,0.11,0.098,0.096,0.088,0.082,0.076,0.07,0.056,0.042,0.028,0.014,0.0,,,,,,,,,,,,,,,,,,,,
Iberdrola,Spain,ESP,Electricity Utilities,Yes,large,ES0144580Y14,B288C92,01/09/2022,22/07/2022,OECD,1.5 Degrees,,,Below 2 Degrees,National Pledges,OECD_Electricity Utilities_01/04/2022,2022;2025;2030;2050,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI adopts a conservative approach and assumes 2050 is the latest date the company will achieve its net zero target. To accept an earlier date, the company must explicitly commit to a net zero target 'by' an earlier year. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.21,0.19,0.13,0.14,0.11,0.11,0.1,0.1,0.1,0.09,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0
Iberdrola,Spain,ESP,Electricity Utilities,Yes,large,ES0144580Y14,B288C92,01/11/2021,05/08/2021,OECD,1.5 Degrees,,,Below 2 Degrees,National Pledges,OECD_Electricity Utilities_01/04/2022,2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.226,0.212,0.185,0.131,0.136,0.112,0.11,0.098,0.0932,0.0884,0.0836,0.0788,0.074,0.0692,0.0644,0.0596,0.0548,0.05,0.0475,0.045,0.0425,0.04,0.0375,0.035,0.0325,0.03,0.0275,0.025,0.0225,0.02,0.0175,0.015,0.0125,0.01,0.0075,0.005,0.0025,0.0
Idacorp,United States of America,USA,Electricity Utilities,No,small,US4511071064,2296937,01/11/2023,04/07/2023,North-America,Not Aligned,,,Not Aligned,Not Aligned,North-America_Electricity Utilities_01/04/2022,2025,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.515,0.4624,0.4319,0.3921,0.29,0.29,0.3,0.38,0.38,0.43,0.403666667,0.377333333,0.351,,,,,,,,,,,,,,,,,,,,,,,,,
Idacorp,United States of America,USA,Electricity Utilities,No,small,US4511071064,2296937,01/09/2022,22/07/2022,North-America,Not Aligned,,,Not Aligned,Not Aligned,North-America_Electricity Utilities_01/04/2022,2025,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.46,0.43,0.39,0.29,0.29,0.3,0.38,0.38,0.37,0.37,0.36,0.35,,,,,,,,,,,,,,,,,,,,,,,,,
Idacorp,United States of America,USA,Electricity Utilities,No,small,US4511071064,2296937,01/11/2021,05/08/2021,North-America,Not Aligned,,,Not Aligned,Not Aligned,North-America_Electricity Utilities_01/04/2022,,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",0.515,0.4624,0.4319,0.3921,0.29,0.29,0.3,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSW Energy,India,IND,Electricity Utilities,No,large,INE121E01018,B4X3ST8,01/09/2024,06/08/2024,non-OECD,,Below 2 Degrees,,Below 2 Degrees,Below 2 Degrees,non-OECD_Electricity Utilities_01/05/2024,2029;2050,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,0.78,0.76,0.68,0.68,0.69,0.62,0.55,0.49,0.42,0.35,0.28,0.22,0.2,0.19,0.18,0.17,0.16,0.15,0.14,0.13,0.12,0.11,0.1,0.09,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.01,0.0
KEPCO,South Korea,KOR,Electricity Utilities,Yes,large,KR7015760002,6495730,01/10/2024,09/06/2024,OECD,,Not Aligned,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/05/2024,2030;2050,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS).
Furthermore, TPI assumes that the net zero vision constitutes a commitment. However, we cannot guarantee this view will be upheld in future assessments of the company if the ambiguity in public disclosures persists. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.487,0.471,0.464,0.477,0.506,0.516,0.494,0.445,0.437267248,0.406,0.38389026,0.361780521,0.339670781,0.317561042,0.295451302,0.273341563,0.251231823,0.229122084,0.21766598,0.206209876,0.194753771,0.183297667,0.171841563,0.160385459,0.148929355,0.13747325,0.126017146,0.114561042,0.103104938,0.091648834,0.080192729,0.068736625,0.057280521,0.045824417,0.034368313,0.022912208,0.011456104,0.0
KEPCO,South Korea,KOR,Electricity Utilities,Yes,large,KR7015760002,6495730,01/11/2023,04/07/2023,OECD,Not Aligned,,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2030;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).
Furthermore, TPI assumes that the net zero vision constitutes a commitment. However, we cannot guarantee this view will be upheld in future assessments of the company if the ambiguity in public disclosures persists.   When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.487,0.471,0.464,0.477,0.506,0.516,0.494,0.445,0.437267248,0.418962772,0.400658295,0.382353818,0.364049342,0.345744865,0.327440388,0.309135912,0.290831435,0.272526958,0.258900611,0.245274263,0.231647915,0.218021567,0.204395219,0.190768871,0.177142523,0.163516175,0.149889827,0.136263479,0.122637131,0.109010783,0.095384435,0.081758088,0.06813174,0.054505392,0.040879044,0.027252696,0.013626348,0.0
KEPCO,South Korea,KOR,Electricity Utilities,Yes,large,KR7015760002,6495730,01/09/2022,22/07/2022,OECD,Not Aligned,,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company's targeted emissions intensity, TPI assumes that the company's electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA's 2020 World Energy Outlook's Stated Policies Scenario (STEPS).

Furthermore, TPI assumes that the net zero vision constitutes a commitment. However, we cannot guarantee this view will be upheld in future assessments of the company if the ambiguity in public disclosures persist. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.47,0.46,0.48,0.51,0.52,0.49,0.45,0.43,0.41,0.39,0.38,0.36,0.34,0.32,0.31,0.29,0.27,0.26,0.24,0.23,0.22,0.2,0.19,0.18,0.16,0.15,0.14,0.12,0.11,0.09,0.08,0.07,0.05,0.04,0.03,0.01,0.0
KEPCO,South Korea,KOR,Electricity Utilities,Yes,large,KR7015760002,6495730,01/11/2021,05/08/2021,OECD,Not Aligned,,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,2030,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.487,0.471,0.464,0.477,0.506,0.516,0.494,0.472415863,0.450831727,0.42924759,0.407663453,0.386079316,0.36449518,0.342911043,0.321326906,0.299742769,0.278158633,0.256574496,,,,,,,,,,,,,,,,,,,,
Kansai Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3228600007,6483489,01/11/2023,04/07/2023,OECD,Not Aligned,,,National Pledges,National Pledges,OECD_Electricity Utilities_01/04/2022,2025;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.416678061,0.422657688,0.417472752,0.346944386,0.273395091,0.271442113,0.318883929,0.25261424,0.25261424,0.25261424,0.25261424,0.25261424,0.242088647,0.231563053,0.22103746,0.210511867,0.199986273,0.18946068,0.178935087,0.168409493,0.1578839,0.147358307,0.136832713,0.12630712,0.115781527,0.105255933,0.09473034,0.084204747,0.073679153,0.06315356,0.052627967,0.042102373,0.03157678,0.021051187,0.010525593,-7.29e-17,0.0
Kansai Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3228600007,6483489,01/09/2022,22/07/2022,OECD,Not Aligned,,,National Pledges,National Pledges,OECD_Electricity Utilities_01/04/2022,2025;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set a target to reduce its absolute emissions. To calculate this company's targeted emissions intensity, TPI assumes that the company's electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA's 2020 World Energy Outlook's Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.42,0.42,0.42,0.35,0.27,0.27,0.32,0.31,0.3,0.29,0.28,0.27,0.26,0.25,0.24,0.23,0.22,0.21,0.2,0.19,0.18,0.16,0.15,0.14,0.13,0.12,0.11,0.1,0.09,0.08,0.07,0.05,0.04,0.03,0.02,0.01,0.0
Kansai Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3228600007,6483489,01/11/2021,05/08/2021,OECD,Not Aligned,,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2030;2050,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",,0.416678061,0.422657688,0.417472752,0.346944386,0.273395091,0.271442113,0.271664636,0.271887158,0.272109681,0.272332204,0.272554727,0.27277725,0.272999773,0.273222296,0.273444819,0.273667341,0.273889864,0.260195371,0.246500878,0.232806385,0.219111891,0.205417398,0.191722905,0.178028412,0.164333919,0.150639425,0.136944932,0.123250439,0.109555946,0.095861453,0.082166959,0.068472466,0.054777973,0.04108348,0.027388986,0.013694493,0.0
Kyushu Elec Power,Japan,JPN,Electricity Utilities,No,medium,JP3246400000,6499806,01/11/2023,04/07/2023,OECD,National Pledges,,,National Pledges,National Pledges,OECD_Electricity Utilities_01/04/2022,2031;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses a target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,0.40060698,0.264457831,0.301265823,0.358331702,0.267431193,0.254861927,0.242292661,0.229723394,0.217154128,0.204584862,0.192015596,0.17944633,0.166877064,0.154307798,0.141738532,0.134023142,0.126307752,0.118592362,0.110876972,0.103161583,0.095446193,0.087730803,0.080015413,0.072300023,0.064584633,0.056869243,0.049153853,0.041438463,0.033723073,0.026007683,0.018292294,0.010576904,0.002861514,0.0
Kyushu Elec Power,Japan,JPN,Electricity Utilities,No,medium,JP3246400000,6499806,01/09/2022,22/07/2022,OECD,Not Aligned,,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set a target to reduce its absolute emissions. To calculate this company's targeted emissions intensity, TPI assumes that the company's electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA's 2020 World Energy Outlook's Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,0.4,0.26,0.3,0.36,0.36,0.36,0.36,0.36,0.36,0.37,0.37,0.37,0.37,0.37,0.35,0.33,0.31,0.3,0.28,0.26,0.24,0.22,0.2,0.19,0.17,0.15,0.13,0.11,0.09,0.07,0.06,0.04,0.02,0.0
Kyushu Elec Power,Japan,JPN,Electricity Utilities,No,medium,JP3246400000,6499806,01/11/2021,05/08/2021,OECD,Not Aligned,,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has not disclosed any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,0.40060698,0.264457831,0.301265823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manila Electric,Philippines,PHL,Electricity Utilities,No,large,PHY5764J1483,B247XZ6,01/09/2024,06/08/2024,non-OECD,,Not Aligned,,Not Aligned,Not Aligned,non-OECD_Electricity Utilities_01/05/2024,,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
